0x0376,0xEB
0x0377,0x41
0x0378,0xBF
0x0379,0x41
0x037A,0x53
0x037B,0x00
0x037C,0x7C
0x037D,0x40
0x037E,0x2F
0x037F,0x42
0x0380,0xB9
0x0381,0x42
0x0382,0x28
0x0383,0x40
0x0384,0x21
0x0385,0x02
0x0386,0x68
0x0387,0x40
0x0388,0x62
0x0389,0x43
0x038A,0x39
0x038B,0x40
0x038C,0xFD
0x038D,0x00
0x038E,0x3E
0x038F,0x40
0x0390,0x8B
0x0391,0x42
0x0392,0x16
0x0393,0x00
0x0394,0x98
0x0395,0x40
0x0396,0xB1
0x0397,0x41
0x0398,0x31
0x0399,0x42
0x039A,0x74
0x039B,0x00
0x039C,0x4E
0x039D,0x40
0x039E,0xB8
0x039F,0x41
0x03A0,0xE2
0x03A1,0x42
0x03A2,0x16
0x03A3,0x00
0x03A4,0x9B
0x03A5,0x00
0x03A6,0x12
0x03A7,0x40
0x03A8,0x10
0x03A9,0x43
0x03AA,0x4A
0x03AB,0x40
0x03AC,0x54
0x03AD,0x00
0x03AE,0x01
0x03AF,0x00
0x03B0,0xB1
0x03B1,0x42
0x03B2,0x21
0x03B3,0x00
0x03B4,0xCB
0x03B5,0x40
0x03B6,0xB9
0x03B7,0x41
0x03B8,0xA2
0x03B9,0x41
0x03BA,0x6A
0x03BB,0x00
0x03BC,0x4F
0x03BD,0x40
0x03BE,0x47
0x03BF,0x41
0x03C0,0x63
0x03C1,0x41
0x03C2,0x27
0x03C3,0x40
0x03C4,0x12
0x03C5,0x01
0x03C6,0xD8
0x03C7,0x00
0x03C8,0x27
0x03C9,0x42
0x03CA,0x63
0x03CB,0x40
0x03CC,0x69
0x03CD,0x00
0x03CE,0x15
0x03CF,0x01
0x03D0,0x76
0x03D1,0x40
0x03D2,0x08
0x03D3,0x00
0x03D4,0x31
0x03D5,0x41
0x03D6,0xA1
0x03D7,0x40
0x03D8,0x72
0x03D9,0x40
0x03DA,0x7A
0x03DB,0x00
0x03DC,0x94
0x03DD,0x40
0x03DE,0x5E
0x03DF,0x40
0x03E0,0x91
0x03E1,0x40
0x03E2,0x04
0x03E3,0x00
0x03E4,0x30
0x03E5,0x40
0x03E6,0xA4
0x03E7,0x00
0x03E8,0xD3
0x03E9,0x41
0x03EA,0x9C
0x03EB,0x40
0x03EC,0x49
0x03ED,0x01
0x03EE,0x9A
0x03EF,0x00
0x03F0,0xBF
0x03F1,0x40
0x03F2,0x1E
0x03F3,0x00
0x03F4,0xA2
0x03F5,0x40
0x03F6,0x29
0x03F7,0x41
0x03F8,0xA8
0x03F9,0x00
0x03FA,0x74
0x03FB,0x00
0x03FC,0x01
0x03FD,0x40
0x03FE,0x67
0x03FF,0x00
0x0400,0xD0
0x0401,0x00
0x0402,0x01
0x0403,0x40
0x0404,0x70
0x0405,0x02
0x0406,0x9C
0x0407,0x40
0x0408,0x82
0x0409,0x40
0x040A,0x38
0x040B,0x40
0x040C,0x3E
0x040D,0x00
0x040E,0x73
0x040F,0x40
0x0410,0x38
0x0411,0x01
0x0412,0x23
0x0413,0x00
0x0414,0xA2
0x0415,0x41
0x0416,0x02
0x0417,0x42
0x0418,0x72
0x0419,0x03
0x041A,0x70
0x041B,0x00
0x041C,0x8F
0x041D,0x40
0x041E,0xEB
0x041F,0x41
0x0420,0x27
0x0421,0x00
0x0422,0x15
0x0423,0x00
0x0424,0x45
0x0425,0x03
0x0426,0x88
0x0427,0x42
0x0428,0x31
0x0429,0x40
0x042A,0x5A
0x042B,0x40
0x042C,0x6A
0x042D,0x02
0x042E,0x08
0x042F,0x42
0x0430,0x6A
0x0431,0x01
0x0432,0x0B
0x0433,0x00
0x0434,0x74
0x0435,0x40
0x0436,0xEC
0x0437,0x43
0x0438,0xAC
0x0439,0x02
0x043A,0x73
0x043B,0x00
0x043C,0x40
0x043D,0x40
0x043E,0x1F
0x043F,0x44
0x0440,0x97
0x0441,0x40
0x0442,0x02
0x0443,0x40
0x0444,0x7C
0x0445,0x02
0x0446,0x05
0x0447,0x43
0x0448,0x79
0x0449,0x41
0x044A,0x5B
0x044B,0x40
0x044C,0xF6
0x044D,0x01
0x044E,0x9D
0x044F,0x42
0x0450,0x16
0x0451,0x40
0x0452,0x08
0x0453,0x00
0x0454,0xD4
0x0455,0x40
0x0456,0x9F
0x0457,0x44
0x0458,0x56
0x0459,0x01
0x045A,0x5F
0x045B,0x00
0x045C,0x6E
0x045D,0x40
0x045E,0xCD
0x045F,0x44
0x0460,0x3C
0x0461,0x41
0x0462,0x0F
0x0463,0x00
0x0464,0xAC
0x0465,0x02
0x0466,0x52
0x0467,0x43
0x0468,0xF6
0x0469,0x41
0x046A,0x57
0x046B,0x40
0x046C,0xC6
0x046D,0x01
0x046E,0xEC
0x046F,0x42
0x0470,0x7D
0x0471,0x40
0x0472,0x0A
0x0473,0x00
0x0474,0xAC
0x0475,0x40
0x0476,0xF5
0x0477,0x44
0x0478,0xA2
0x0479,0x00
0x047A,0x77
0x047B,0x00
0x047C,0x55
0x047D,0x40
0x047E,0x17
0x047F,0x45
0x0480,0xAD
0x0481,0x41
0x0482,0x12
0x0483,0x00
0x0484,0xBB
0x0485,0x02
0x0486,0x04
0x0487,0x43
0x0488,0x11
0x0489,0x42
0x048A,0x4A
0x048B,0x40
0x048C,0xC8
0x048D,0x01
0x048E,0xC5
0x048F,0x42
0x0490,0xBE
0x0491,0x40
0x0492,0x0A
0x0493,0x00
0x0494,0xE1
0x0495,0x40
0x0496,0xC0
0x0497,0x44
0x0498,0x4D
0x0499,0x00
0x049A,0x6A
0x049B,0x00
0x049C,0x61
0x049D,0x40
0x049E,0xE7
0x049F,0x44
0x04A0,0xF9
0x04A1,0x40
0x04A2,0x06
0x04A3,0x00
0x04A4,0x78
0x04A5,0x03
0x04A6,0xC4
0x04A7,0x42
0x04A8,0x60
0x04A9,0x41
0x04AA,0x5E
0x04AB,0x40
0x04AC,0x97
0x04AD,0x01
0x04AE,0x85
0x04AF,0x42
0x04B0,0x30
0x04B1,0x00
0x04B2,0x06
0x04B3,0x00
0x04B4,0xE3
0x04B5,0x40
0x04B6,0x52
0x04B7,0x44
0x04B8,0xFC
0x04B9,0x00
0x04BA,0x6F
0x04BB,0x00
0x04BC,0x3A
0x04BD,0x40
0x04BE,0x7A
0x04BF,0x44
0x04C0,0x89
0x04C1,0x40
0x04C2,0x13
0x04C3,0x40
0x04C4,0xFC
0x04C5,0x01
0x04C6,0x53
0x04C7,0x41
0x04C8,0x05
0x04C9,0x41
0x04CA,0xA8
0x04CB,0x40
0x04CC,0xA1
0x04CD,0x00
0x04CE,0x35
0x04CF,0x41
0x04D0,0x38
0x04D1,0x00
0x04D2,0x12
0x04D3,0x40
0x04D4,0x23
0x04D5,0x41
0x04D6,0xF9
0x04D7,0x42
0x04D8,0x8A
0x04D9,0x01
0x04DA,0x4A
0x04DB,0x00
0x04DC,0x86
0x04DD,0x40
0x04DE,0x20
0x04DF,0x43
0x04E0,0x30
0x04E1,0x41
0x04E2,0x00
0x04E3,0x00
0x04E4,0x31
0x04E5,0x02
0x04E6,0x91
0x04E7,0x41
0x04E8,0x5B
0x04E9,0x41
0x04EA,0x7C
0x04EB,0x40
0x04EC,0x8B
0x04ED,0x00
0x04EE,0x21
0x04EF,0x41
0x04F0,0x12
0x04F1,0x00
0x04F2,0x06
0x04F3,0x40
0x04F4,0x61
0x04F5,0x41
0x04F6,0xBA
0x04F7,0x42
0x04F8,0xFC
0x04F9,0x00
0x04FA,0x51
0x04FB,0x00
0x04FC,0x8C
0x04FD,0x40
0x04FE,0x7F
0x04FF,0x43
0x0500,0xC4
0x0501,0x01
0x0502,0x04
0x0503,0x00
0x0504,0x03
0x0505,0x40
0x0506,0x40
0x0507,0x00
0x0508,0x11
0x0509,0x40
0x050A,0x3D
0x050B,0x40
0x050C,0xD6
0x050D,0x40
0x050E,0x0D
0x050F,0x00
0x0510,0xE3
0x0511,0x01
0x0512,0x03
0x0513,0x00
0x0514,0x7C
0x0515,0x41
0x0516,0x5D
0x0517,0x41
0x0518,0x94
0x0519,0x03
0x051A,0x6C
0x051B,0x00
0x051C,0x97
0x051D,0x40
0x051E,0xEC
0x051F,0x40
0x0520,0x3A
0x0521,0x01
0x0522,0x06
0x0523,0x00
0x0524,0xF3
0x0525,0x01
0x0526,0xEF
0x0527,0x41
0x0528,0x68
0x0529,0x00
0x052A,0x5A
0x052B,0x40
0x052C,0x29
0x052D,0x01
0x052E,0x52
0x052F,0x41
0x0530,0xCA
0x0531,0x01
0x0532,0x07
0x0533,0x00
0x0534,0xA6
0x0535,0x40
0x0536,0x3A
0x0537,0x43
0x0538,0x43
0x0539,0x03
0x053A,0x60
0x053B,0x00
0x053C,0x39
0x053D,0x40
0x053E,0x97
0x053F,0x43
0x0540,0x2E
0x0541,0x40
0x0542,0x0A
0x0543,0x00
0x0544,0x97
0x0545,0x01
0x0546,0x6C
0x0547,0x42
0x0548,0xEB
0x0549,0x40
0x054A,0x54
0x054B,0x40
0x054C,0xB4
0x054D,0x00
0x054E,0x25
0x054F,0x42
0x0550,0x72
0x0551,0x00
0x0552,0x04
0x0553,0x00
0x0554,0xC4
0x0555,0x40
0x0556,0xDE
0x0557,0x43
0x0558,0x91
0x0559,0x01
0x055A,0x5D
0x055B,0x00
0x055C,0x57
0x055D,0x40
0x055E,0x14
0x055F,0x44
0x0560,0xB1
0x0561,0x40
0x0562,0x09
0x0563,0x00
0x0564,0xC0
0x0565,0x01
0x0566,0xD3
0x0567,0x42
0x0568,0xBD
0x0569,0x41
0x056A,0x55
0x056B,0x40
0x056C,0x53
0x056D,0x01
0x056E,0x84
0x056F,0x42
0x0570,0x58
0x0571,0x40
0x0572,0x08
0x0573,0x00
0x0574,0xAE
0x0575,0x40
0x0576,0x5B
0x0577,0x44
0x0578,0xD3
0x0579,0x00
0x057A,0x5A
0x057B,0x00
0x057C,0x62
0x057D,0x40
0x057E,0x9A
0x057F,0x44
0x0580,0x0C
0x0581,0x41
0x0582,0x0C
0x0583,0x00
0x0584,0xA9
0x0585,0x01
0x0586,0x9A
0x0587,0x42
0x0588,0xAB
0x0589,0x41
0x058A,0x4B
0x058B,0x40
0x058C,0xE0
0x058D,0x00
0x058E,0x63
0x058F,0x42
0x0590,0x6A
0x0591,0x40
0x0592,0x06
0x0593,0x00
0x0594,0xBC
0x0595,0x40
0x0596,0x47
0x0597,0x44
0x0598,0x77
0x0599,0x00
0x059A,0x69
0x059B,0x00
0x059C,0x56
0x059D,0x40
0x059E,0x60
0x059F,0x44
0x05A0,0x68
0x05A1,0x40
0x05A2,0x0C
0x05A3,0x00
0x05A4,0x18
0x05A5,0x02
0x05A6,0x63
0x05A7,0x42
0x05A8,0x51
0x05A9,0x41
0x05AA,0x4F
0x05AB,0x40
0x05AC,0xCB
0x05AD,0x00
0x05AE,0x28
0x05AF,0x42
0x05B0,0x22
0x05B1,0x00
0x05B2,0x11
0x05B3,0x00
0x05B4,0xCD
0x05B5,0x40
0x05B6,0xF4
0x05B7,0x43
0x05B8,0x16
0x05B9,0x01
0x05BA,0x63
0x05BB,0x00
0x05BC,0x4D
0x05BD,0x40
0x05BE,0x18
0x05BF,0x44
0x05C0,0x11
0x05C1,0x40
0x05C2,0x11
0x05C3,0x40
0x05C4,0x47
0x05C5,0x01
0x05C6,0xED
0x05C7,0x40
0x05C8,0x99
0x05C9,0x40
0x05CA,0x8E
0x05CB,0x40
0x05CC,0x31
0x05CD,0x00
0x05CE,0xA5
0x05CF,0x40
0x05D0,0xF4
0x05D1,0x00
0x05D2,0x11
0x05D3,0x40
0x05D4,0x07
0x05D5,0x41
0x05D6,0x80
0x05D7,0x42
0x05D8,0xB2
0x05D9,0x01
0x05DA,0x52
0x05DB,0x00
0x05DC,0x58
0x05DD,0x40
0x05DE,0x68
0x05DF,0x42
0x05E0,0x43
0x05E1,0x40
0x05E2,0x24
0x05E3,0x40
0x05E4,0x23
0x05E5,0x02
0x05E6,0x37
0x05E7,0x41
0x05E8,0x8C
0x05E9,0x41
0x05EA,0x7E
0x05EB,0x40
0x05EC,0x04
0x05ED,0x00
0x05EE,0x19
0x05EF,0x41
0x05F0,0x4A
0x05F1,0x00
0x05F2,0x03
0x05F3,0x00
0x05F4,0x37
0x05F5,0x41
0x05F6,0xF7
0x05F7,0x42
0x05F8,0x46
0x05F9,0x01
0x05FA,0x61
0x05FB,0x00
0x05FC,0x67
0x05FD,0x40
0x05FE,0xD1
0x05FF,0x42
0x0600,0xBA
0x0601,0x00
0x0602,0x16
0x0603,0x00
0x0604,0x8A
0x0605,0x40
0x0606,0x17
0x0607,0x40
0x0608,0x50
0x0609,0x00
0x060A,0x5C
0x060B,0x40
0x060C,0xDA
0x060D,0x41
0x060E,0x07
0x060F,0x00
0x0610,0xC6
0x0611,0x00
0x0612,0x29
0x0613,0x00
0x0614,0x16
0x0615,0x42
0x0616,0xD9
0x0617,0x41
0x0618,0x7B
0x0619,0x02
0x061A,0x84
0x061B,0x00
0x061C,0xFE
0x061D,0x40
0x061E,0xCA
0x061F,0x41
0x0620,0x83
0x0621,0x01
0x0622,0x01
0x0623,0x40
0x0624,0x0E
0x0625,0x02
0x0626,0x7E
0x0627,0x42
0x0628,0x94
0x0629,0x00
0x062A,0x5F
0x062B,0x40
0x062C,0x24
0x062D,0x01
0x062E,0x27
0x062F,0x42
0x0630,0xE3
0x0631,0x01
0x0632,0x08
0x0633,0x00
0x0634,0x07
0x0635,0x41
0x0636,0xEF
0x0637,0x43
0x0638,0x45
0x0639,0x03
0x063A,0x6B
0x063B,0x00
0x063C,0x8B
0x063D,0x40
0x063E,0xFA
0x063F,0x43
0x0640,0x3C
0x0641,0x40
0x0642,0x08
0x0643,0x40
0x0644,0x8E
0x0645,0x01
0x0646,0xE3
0x0647,0x42
0x0648,0xCB
0x0649,0x40
0x064A,0x7C
0x064B,0x40
0x064C,0xCB
0x064D,0x00
0x064E,0x9F
0x064F,0x42
0x0650,0x14
0x0651,0x00
0x0652,0x0C
0x0653,0x00
0x0654,0x0D
0x0655,0x41
0x0656,0xB5
0x0657,0x44
0x0658,0x58
0x0659,0x01
0x065A,0x6A
0x065B,0x00
0x065C,0x89
0x065D,0x40
0x065E,0xC6
0x065F,0x44
0x0660,0x84
0x0661,0x40
0x0662,0x12
0x0663,0x40
0x0664,0x92
0x0665,0x01
0x0666,0x39
0x0667,0x43
0x0668,0x38
0x0669,0x41
0x066A,0x76
0x066B,0x40
0x066C,0x37
0x066D,0x01
0x066E,0xD1
0x066F,0x42
0x0670,0x79
0x0671,0x40
0x0672,0x05
0x0673,0x00
0x0674,0x0D
0x0675,0x41
0x0676,0xD6
0x0677,0x44
0x0678,0xE0
0x0679,0x00
0x067A,0x6B
0x067B,0x00
0x067C,0x92
0x067D,0x40
0x067E,0x1F
0x067F,0x45
0x0680,0xC0
0x0681,0x40
0x0682,0x06
0x0683,0x40
0x0684,0xFC
0x0685,0x01
0x0686,0x95
0x0687,0x42
0x0688,0x3F
0x0689,0x41
0x068A,0x6E
0x068B,0x40
0x068C,0x17
0x068D,0x01
0x068E,0x65
0x068F,0x42
0x0690,0x96
0x0691,0x40
0x0692,0x0C
0x0693,0x00
0x0694,0xFE
0x0695,0x40
0x0696,0x5C
0x0697,0x44
0x0698,0x7B
0x0699,0x00
0x069A,0x65
0x069B,0x00
0x069C,0x76
0x069D,0x40
0x069E,0x85
0x069F,0x44
0x06A0,0x8E
0x06A1,0x40
0x06A2,0x04
0x06A3,0x00
0x06A4,0x20
0x06A5,0x02
0x06A6,0xA6
0x06A7,0x42
0x06A8,0xBC
0x06A9,0x40
0x06AA,0x69
0x06AB,0x40
0x06AC,0x1E
0x06AD,0x01
0x06AE,0x3E
0x06AF,0x42
0x06B0,0x00
0x06B1,0x00
0x06B2,0x09
0x06B3,0x00
0x06B4,0x13
0x06B5,0x41
0x06B6,0x5B
0x06B7,0x44
0x06B8,0xF6
0x06B9,0x00
0x06BA,0x70
0x06BB,0x00
0x06BC,0x79
0x06BD,0x40
0x06BE,0x7D
0x06BF,0x44
0x06C0,0x23
0x06C1,0x40
0x06C2,0x03
0x06C3,0x40
0x06C4,0x97
0x06C5,0x01
0x06C6,0x1F
0x06C7,0x41
0x06C8,0x83
0x06C9,0x40
0x06CA,0x67
0x06CB,0x40
0x06CC,0x05
0x06CD,0x40
0x06CE,0x1B
0x06CF,0x41
0x06D0,0x3D
0x06D1,0x00
0x06D2,0x08
0x06D3,0x00
0x06D4,0x68
0x06D5,0x41
0x06D6,0xBD
0x06D7,0x42
0x06D8,0x63
0x06D9,0x01
0x06DA,0x72
0x06DB,0x00
0x06DC,0x91
0x06DD,0x40
0x06DE,0xC7
0x06DF,0x42
0x06E0,0x56
0x06E1,0x40
0x06E2,0x18
0x06E3,0x00
0x06E4,0xA1
0x06E5,0x01
0x06E6,0x2A
0x06E7,0x41
0x06E8,0xAE
0x06E9,0x40
0x06EA,0xA0
0x06EB,0x40
0x06EC,0x4C
0x06ED,0x00
0x06EE,0xC4
0x06EF,0x40
0x06F0,0x09
0x06F1,0x40
0x06F2,0x06
0x06F3,0x00
0x06F4,0x61
0x06F5,0x41
0x06F6,0xE7
0x06F7,0x42
0x06F8,0xBF
0x06F9,0x00
0x06FA,0x70
0x06FB,0x00
0x06FC,0x9E
0x06FD,0x40
0x06FE,0xD4
0x06FF,0x42
0x0700,0x0A
0x0701,0x02
0x0702,0x20
0x0703,0x40
0x0704,0x0A
0x0705,0x42
0x0706,0xBF
0x0707,0x40
0x0708,0xC1
0x0709,0x00
0x070A,0x70
0x070B,0x40
0x070C,0x29
0x070D,0x43
0x070E,0x78
0x070F,0x41
0x0710,0x46
0x0711,0x02
0x0712,0x19
0x0713,0x40
0x0714,0x57
0x0715,0x42
0x0716,0x05
0x0717,0x43
0x0718,0xCC
0x0719,0x04
0x071A,0x3A
0x071B,0x00
0x071C,0xEB
0x071D,0x40
0x071E,0x3F
0x071F,0x42
0x0720,0xB4
0x0721,0x01
0x0722,0x10
0x0723,0x40
0x0724,0x3B
0x0725,0x00
0x0726,0x50
0x0727,0x43
0x0728,0xF3
0x0729,0x00
0x072A,0x80
0x072B,0x40
0x072C,0x83
0x072D,0x40
0x072E,0xB1
0x072F,0x43
0x0730,0xC9
0x0731,0x02
0x0732,0x04
0x0733,0x40
0x0734,0x53
0x0735,0x41
0x0736,0x3F
0x0737,0x46
0x0738,0x39
0x0739,0x04
0x073A,0x57
0x073B,0x00
0x073C,0x9F
0x073D,0x40
0x073E,0x3C
0x073F,0x45
0x0740,0xCD
0x0741,0x00
0x0742,0x0C
0x0743,0x40
0x0744,0x39
0x0745,0x00
0x0746,0xD3
0x0747,0x43
0x0748,0x24
0x0749,0x00
0x074A,0x5F
0x074B,0x40
0x074C,0x74
0x074D,0x40
0x074E,0x35
0x074F,0x44
0x0750,0xBB
0x0751,0x01
0x0752,0x00
0x0753,0x00
0x0754,0x30
0x0755,0x41
0x0756,0x59
0x0757,0x46
0x0758,0x1A
0x0759,0x03
0x075A,0x53
0x075B,0x00
0x075C,0x9D
0x075D,0x40
0x075E,0xAB
0x075F,0x45
0x0760,0x1B
0x0761,0x00
0x0762,0x03
0x0763,0x40
0x0764,0x8A
0x0765,0x00
0x0766,0x91
0x0767,0x43
0x0768,0xBD
0x0769,0x40
0x076A,0x72
0x076B,0x40
0x076C,0x2E
0x076D,0x00
0x076E,0xBA
0x076F,0x43
0x0770,0xE5
0x0771,0x00
0x0772,0x06
0x0773,0x40
0x0774,0xE6
0x0775,0x40
0x0776,0xF6
0x0777,0x45
0x0778,0x2D
0x0779,0x02
0x077A,0x50
0x077B,0x00
0x077C,0x82
0x077D,0x40
0x077E,0x76
0x077F,0x45
0x0780,0x02
0x0781,0x40
0x0782,0x15
0x0783,0x40
0x0784,0x14
0x0785,0x01
0x0786,0x1D
0x0787,0x43
0x0788,0xAF
0x0789,0x40
0x078A,0x6E
0x078B,0x40
0x078C,0x70
0x078D,0x00
0x078E,0xDF
0x078F,0x42
0x0790,0x15
0x0791,0x01
0x0792,0x07
0x0793,0x40
0x0794,0xE3
0x0795,0x40
0x0796,0x11
0x0797,0x45
0x0798,0x02
0x0799,0x02
0x079A,0x55
0x079B,0x00
0x079C,0x78
0x079D,0x40
0x079E,0x22
0x079F,0x45
0x07A0,0x4F
0x07A1,0x00
0x07A2,0x18
0x07A3,0x40
0x07A4,0x5C
0x07A5,0x01
0x07A6,0x73
0x07A7,0x42
0x07A8,0x51
0x07A9,0x40
0x07AA,0x82
0x07AB,0x40
0x07AC,0x1A
0x07AD,0x00
0x07AE,0x56
0x07AF,0x42
0x07B0,0x82
0x07B1,0x01
0x07B2,0x07
0x07B3,0x40
0x07B4,0xEC
0x07B5,0x40
0x07B6,0x5A
0x07B7,0x44
0x07B8,0xB2
0x07B9,0x02
0x07BA,0x47
0x07BB,0x00
0x07BC,0x5A
0x07BD,0x40
0x07BE,0x58
0x07BF,0x44
0x07C0,0x6C
0x07C1,0x00
0x07C2,0x19
0x07C3,0x40
0x07C4,0xC4
0x07C5,0x00
0x07C6,0x36
0x07C7,0x41
0x07C8,0x19
0x07C9,0x40
0x07CA,0xA5
0x07CB,0x40
0x07CC,0x23
0x07CD,0x40
0x07CE,0xBB
0x07CF,0x40
0x07D0,0xB5
0x07D1,0x01
0x07D2,0x1B
0x07D3,0x40
0x07D4,0x3C
0x07D5,0x41
0x07D6,0xD6
0x07D7,0x42
0x07D8,0x3F
0x07D9,0x02
0x07DA,0x4A
0x07DB,0x00
0x07DC,0x8B
0x07DD,0x40
0x07DE,0xE2
0x07DF,0x42
0x07E0,0x04
0x07E1,0x00
0x07E2,0x37
0x07E3,0x40
0x07E4,0xDE
0x07E5,0x00
0x07E6,0x64
0x07E7,0x41
0x07E8,0x46
0x07E9,0x40
0x07EA,0x85
0x07EB,0x40
0x07EC,0x90
0x07ED,0x40
0x07EE,0x33
0x07EF,0x41
0x07F0,0xF5
0x07F1,0x00
0x07F2,0x08
0x07F3,0x40
0x07F4,0x35
0x07F5,0x41
0x07F6,0x10
0x07F7,0x43
0x07F8,0x54
0x07F9,0x02
0x07FA,0x43
0x07FB,0x00
0x07FC,0x72
0x07FD,0x40
0x07FE,0x4A
0x07FF,0x43
0x0800,0x01
0x0801,0x01
0x0802,0x19
0x0803,0x00
0x0804,0xC8
0x0805,0x00
0x0806,0x94
0x0807,0x40
0x0808,0x34
0x0809,0x02
0x080A,0xF4
0x080B,0x40
0x080C,0xE1
0x080D,0x42
0x080E,0x30
0x080F,0x41
0x0810,0x84
0x0811,0x02
0x0812,0x05
0x0813,0x00
0x0814,0xE2
0x0815,0x41
0x0816,0xDF
0x0817,0x42
0x0818,0x77
0x0819,0x04
0x081A,0x81
0x081B,0x00
0x081C,0xFB
0x081D,0x40
0x081E,0xE1
0x081F,0x41
0x0820,0x03
0x0821,0x02
0x0822,0x03
0x0823,0x00
0x0824,0x43
0x0825,0x40
0x0826,0xE5
0x0827,0x42
0x0828,0x36
0x0829,0x01
0x082A,0x2D
0x082B,0x40
0x082C,0x34
0x082D,0x40
0x082E,0xCF
0x082F,0x42
0x0830,0xBE
0x0831,0x01
0x0832,0x0E
0x0833,0x00
0x0834,0xA5
0x0835,0x41
0x0836,0xC6
0x0837,0x44
0x0838,0x43
0x0839,0x03
0x083A,0x58
0x083B,0x00
0x083C,0xBD
0x083D,0x40
0x083E,0xC4
0x083F,0x44
0x0840,0x5B
0x0841,0x00
0x0842,0x08
0x0843,0x00
0x0844,0x83
0x0845,0x00
0x0846,0x1B
0x0847,0x43
0x0848,0x40
0x0849,0x40
0x084A,0x88
0x084B,0x40
0x084C,0x8B
0x084D,0x40
0x084E,0x13
0x084F,0x43
0x0850,0x44
0x0851,0x00
0x0852,0x06
0x0853,0x40
0x0854,0x52
0x0855,0x41
0x0856,0xAE
0x0857,0x45
0x0858,0x87
0x0859,0x01
0x085A,0x5F
0x085B,0x00
0x085C,0xCB
0x085D,0x40
0x085E,0x4F
0x085F,0x45
0x0860,0x35
0x0861,0x00
0x0862,0x15
0x0863,0x40
0x0864,0x26
0x0865,0x00
0x0866,0x64
0x0867,0x43
0x0868,0x4F
0x0869,0x40
0x086A,0x6B
0x086B,0x40
0x086C,0x10
0x086D,0x40
0x086E,0x33
0x086F,0x43
0x0870,0xB3
0x0871,0x40
0x0872,0x06
0x0873,0x00
0x0874,0xA0
0x0875,0x41
0x0876,0x90
0x0877,0x45
0x0878,0xDA
0x0879,0x00
0x087A,0x5B
0x087B,0x00
0x087C,0xB4
0x087D,0x40
0x087E,0x80
0x087F,0x45
0x0880,0x23
0x0881,0x40
0x0882,0x16
0x0883,0x40
0x0884,0xAB
0x0885,0x00
0x0886,0xC9
0x0887,0x42
0x0888,0xC3
0x0889,0x40
0x088A,0x88
0x088B,0x40
0x088C,0x1D
0x088D,0x40
0x088E,0xBE
0x088F,0x42
0x0890,0x3D
0x0891,0x40
0x0892,0x01
0x0893,0x00
0x0894,0x4D
0x0895,0x41
0x0896,0x0D
0x0897,0x45
0x0898,0x74
0x0899,0x00
0x089A,0x5F
0x089B,0x00
0x089C,0xAB
0x089D,0x40
0x089E,0xC3
0x089F,0x44
0x08A0,0x47
0x08A1,0x00
0x08A2,0x0F
0x08A3,0x40
0x08A4,0xB6
0x08A5,0x00
0x08A6,0xCC
0x08A7,0x42
0x08A8,0x38
0x08A9,0x40
0x08AA,0x89
0x08AB,0x40
0x08AC,0x04
0x08AD,0x40
0x08AE,0x9A
0x08AF,0x42
0x08B0,0x0B
0x08B1,0x40
0x08B2,0x05
0x08B3,0x00
